talentprotocol,0xC925bD0E839E8e22A7DDEbe7f4C21b187deeC358,,
tybg,0x2270a4ca23614eCE42905045b1fF2CB2a396c4Ff,,
morpho,0xeC5e4a3cE93c284441dC6a2Dd5F0D46a202F00a3,,
morphoblue,0xeC5e4a3cE93c284441dC6a2Dd5F0D46a202F00a3,,
